approval_id,sandbox_table,provider_id,botanical_name,common_name,species_id,approval_status,target_action,attribute_name,attribute_value,evidence_confidence,source_url,supplier_status,product_url,mowability_score,reviewer,review_date,review_notes,candidate_status,vancouver_eligibility_status,product_category,candidate_reason,sandbox_review_status,sandbox_notes
PA-AUTO-0180,candidate_species.csv,PROV-NWM,Heracleum maximum,Cow Parsnip,,approved,add_species,,,Pending review,https://northwestmeadowscapes.com/products/cow-parsnip,,https://northwestmeadowscapes.com/products/cow-parsnip,,auto-approve (greedy mode),,Auto-approved via apply_provider_sandbox. Eligibility: needs_northward_review.,candidate,needs_northward_review,,Requires Vancouver/BC suitability review before eligibility.,pending_review,Source-sweep catalogue observation; pending user review.
PA-AUTO-0181-SUP-01,supplier_availability.csv,PROV-NWM,Sisyrinchium idahoense,Blue Eyed Grass,BCNPPD-0051,approved,record_supplier,,,Pending review,https://northwestmeadowscapes.com/products/blue-eyed-grass-seeds-sisyrinchium-idahoense,available,https://northwestmeadowscapes.com/products/blue-eyed-grass-seeds-sisyrinchium-idahoense,,auto-approve (greedy mode),,Auto-approved supplier row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0181-ATTR-01,candidate_attributes.csv,PROV-NWM,Sisyrinchium idahoense,Blue Eyed Grass,BCNPPD-0051,approved,update_existing,product title,Blue Eyed Grass Seeds (Sisyrinchium idahoense),Pending review,https://northwestmeadowscapes.com/products/blue-eyed-grass-seeds-sisyrinchium-idahoense,,https://northwestmeadowscapes.com/products/blue-eyed-grass-seeds-sisyrinchium-idahoense,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0181-ATTR-02,candidate_attributes.csv,PROV-NWM,Sisyrinchium idahoense,Blue Eyed Grass,BCNPPD-0051,approved,update_existing,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/blue-eyed-grass-seeds-sisyrinchium-idahoense,,https://northwestmeadowscapes.com/products/blue-eyed-grass-seeds-sisyrinchium-idahoense,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0181-ATTR-03,candidate_attributes.csv,PROV-NWM,Sisyrinchium idahoense,Blue Eyed Grass,BCNPPD-0051,approved,update_existing,description,"A delicate, long-lived, wildflower that you can divide for years to come! Not a grass at all, this small iris relative embodies the art and mystery of meadows. With thin, grass-like leaf blades, blue eyed grass blends in seamlessly with surrounding vegetation, making it almost invisible until the clusters of blue, purple (and occasionally white or pink) flowers appear almost magically in mid-spring and early summer. The blooms which open early in the morning and close by mid-day, give way later in the summer to small seed capsules that rattle in the wind among dried out grasses. This is species that is closely associated with wet meadows and wetland edges on both sides of the Cascade Mountains, but it can adapt to open woodlands and even rock gardens where some moisture is available. At less than a foot high on average, this is also a plant that could be incorporated into damp lawns, providing nectar for small bees and butterflies. In our experience, this has been an extremely easy plant to grow from seed, with the best success for us coming from sowing it outside in plug trays in the fall, with ample exposure to cold and rain. We recommend this over direct seeding in a meadow, especially when competing vegetation exists. The seedlings can then be transplanted during the wet season. While blue eyed grass may take a few seasons to mature before it blooms, this is a very long-lived plant that will grow into slowly expanding clumps. When they reach several inches in diameter, those clumps can be divided and transplanted, spreading it widely across your meadow, creating unexpected blue constellations among taller grasses. Approx. 200 seeds (0.4 grams)",Pending review,https://northwestmeadowscapes.com/products/blue-eyed-grass-seeds-sisyrinchium-idahoense,,https://northwestmeadowscapes.com/products/blue-eyed-grass-seeds-sisyrinchium-idahoense,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0181,candidate_species.csv,PROV-NWM,Sisyrinchium idahoense,Blue Eyed Grass,BCNPPD-0051,approved,update_existing,,,Pending review,https://northwestmeadowscapes.com/products/blue-eyed-grass-seeds-sisyrinchium-idahoense,,https://northwestmeadowscapes.com/products/blue-eyed-grass-seeds-sisyrinchium-idahoense,,auto-approve (greedy mode),,Auto-approved via apply_provider_sandbox. Eligibility: needs_northward_review.,candidate,needs_northward_review,,Requires Vancouver/BC suitability review before eligibility.,pending_review,Source-sweep catalogue observation; pending user review.
PA-AUTO-0182-SUP-01,supplier_availability.csv,PROV-NWM,Clarkia purpurea,Winecup Clarkia,,approved,add_species,,,Pending review,https://northwestmeadowscapes.com/products/winecup-clarkia,available,https://northwestmeadowscapes.com/products/winecup-clarkia,,auto-approve (greedy mode),,Auto-approved supplier row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0182-ATTR-01,candidate_attributes.csv,PROV-NWM,Clarkia purpurea,Winecup Clarkia,,approved,add_species,product title,Winecup Clarkia Seeds (Clarkia purpurea),Pending review,https://northwestmeadowscapes.com/products/winecup-clarkia,,https://northwestmeadowscapes.com/products/winecup-clarkia,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0182-ATTR-02,candidate_attributes.csv,PROV-NWM,Clarkia purpurea,Winecup Clarkia,,approved,add_species,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/winecup-clarkia,,https://northwestmeadowscapes.com/products/winecup-clarkia,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0182-ATTR-03,candidate_attributes.csv,PROV-NWM,Clarkia purpurea,Winecup Clarkia,,approved,add_species,description,"Easy to Grow! Somewhat uncommon in nature. That’s probably the first thing that comes to mind when we think of this little plant with its sublime inky magenta flowers. That lack of wild abundance seemingly just stems from winecup clarkia’s need for disturbance, such as fire, to knock back weeds and open up new ground for it to grow. In fact, in recently burned grassy meadows it can suddenly appear the following year in clusters of hundreds of plants. The same impact can be enjoyed in almost any semi-sunny bare garden spot you can provide for this plant. Moreover, this is a most excellent choice for use in more formal or ornamental settings as a bedding plant. Unlike other clarkia species, winecup tends to form nicely compact clumps about a foot in height and a foot in width, with flowers that are nicely saturated with color and well-distributed across the plant. Think of something like a slightly more upright petunia, but better because this actually attracts pollinators! This garden compatibility also extends to it being a good container plant, and slug resistant. Native to southern Vancouver Islands, the lower Puget Trough, and most of Western Oregon and California where indigenous people historically harvested the seeds for food. Winecup clarkia is also a hostplant for the big and quite awesome bedstraw hawkmoth ( Hyles gallii ) with its massively long tongue and hummingbird-like flight. All of this makes this a great native wildflower to keep close to the house. Approximately 4000 seeds (4.0 grams).",Pending review,https://northwestmeadowscapes.com/products/winecup-clarkia,,https://northwestmeadowscapes.com/products/winecup-clarkia,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0182,candidate_species.csv,PROV-NWM,Clarkia purpurea,Winecup Clarkia,,approved,add_species,,,Pending review,https://northwestmeadowscapes.com/products/winecup-clarkia,,https://northwestmeadowscapes.com/products/winecup-clarkia,,auto-approve (greedy mode),,Auto-approved via apply_provider_sandbox. Eligibility: needs_northward_review.,candidate,needs_northward_review,,Requires Vancouver/BC suitability review before eligibility.,pending_review,Source-sweep catalogue observation; pending user review.
PA-AUTO-0183-SUP-01,supplier_availability.csv,PROV-NWM,Elymus glaucus,Blue Wild Rye,,approved,add_species,,,Pending review,https://northwestmeadowscapes.com/products/blue-wild-rye-seeds-elymus-glaucus,available,https://northwestmeadowscapes.com/products/blue-wild-rye-seeds-elymus-glaucus,,auto-approve (greedy mode),,Auto-approved supplier row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0183-ATTR-01,candidate_attributes.csv,PROV-NWM,Elymus glaucus,Blue Wild Rye,,approved,add_species,product title,Blue Wild Rye Seeds (Elymus glaucus),Pending review,https://northwestmeadowscapes.com/products/blue-wild-rye-seeds-elymus-glaucus,,https://northwestmeadowscapes.com/products/blue-wild-rye-seeds-elymus-glaucus,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0183-ATTR-02,candidate_attributes.csv,PROV-NWM,Elymus glaucus,Blue Wild Rye,,approved,add_species,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/blue-wild-rye-seeds-elymus-glaucus,,https://northwestmeadowscapes.com/products/blue-wild-rye-seeds-elymus-glaucus,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0183-ATTR-03,candidate_attributes.csv,PROV-NWM,Elymus glaucus,Blue Wild Rye,,approved,add_species,description,"An excellent utilitarian grass for erosion control, wildlife, and agroforestry. With seedheads that can reach 4 to 5 feet in height, blue wild rye is one of the biggest native grasses in the Northwest. Its wide blue-green blades and thick fibrous root systems can put on a lot of biomass, yet, it usually does not form large single-species monocultures in nature. Rather it tends to pop up in small clumps in open meadows and forest edges among smaller statured species such as tufted hairgrass, California oatgrass, meadow barley, and yarrow. Blue wild rye does not form extensive rhizomes, but it can spread short distances with stolons and through re-seeding. Mostly it maintains a clumpy growth habit which provides valuable insect nesting and overwintering habitat for species such as lady beetles and ground surface nesting bumble bees. Additionally, the foliage is palatable to livestock and decent for grazing, and is a preferred food source for elk. We like blue wild rye for its value as an erosion control plant, and its ability to muscle into grasslands, ditches, and forest edges without taking over and crowding out other grasses and wildflowers. It’s also an ideal utilitarian plant for reforestration and agroforestry projects, providing useful shelter for seedling trees and tolerating partial shade as those young trees mature. It likes rich soils, but is tolerant of a wide range of conditions. Typically, no pre-treatment is necessary to get blue wild rye to germinate, however to get great establishment we recommend growing it out in flats, then transplanting it where you want it. Available in two sizes: 100 sqft (15.0 grams - Approximately 500 seeds) 500 sqft (75.0 grams - Approximately 2,500 seeds)",Pending review,https://northwestmeadowscapes.com/products/blue-wild-rye-seeds-elymus-glaucus,,https://northwestmeadowscapes.com/products/blue-wild-rye-seeds-elymus-glaucus,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0183,candidate_species.csv,PROV-NWM,Elymus glaucus,Blue Wild Rye,,approved,add_species,,,Pending review,https://northwestmeadowscapes.com/products/blue-wild-rye-seeds-elymus-glaucus,,https://northwestmeadowscapes.com/products/blue-wild-rye-seeds-elymus-glaucus,,auto-approve (greedy mode),,Auto-approved via apply_provider_sandbox. Eligibility: needs_northward_review.,candidate,needs_northward_review,,Requires Vancouver/BC suitability review before eligibility.,pending_review,Source-sweep catalogue observation; pending user review.
PA-AUTO-0184-SUP-01,supplier_availability.csv,PROV-NWM,Epilobium densiflorum,Spike Primrose,,approved,add_species,,,Pending review,https://northwestmeadowscapes.com/products/spike-primrose-seeds-epilobium-densiflorum,available,https://northwestmeadowscapes.com/products/spike-primrose-seeds-epilobium-densiflorum,,auto-approve (greedy mode),,Auto-approved supplier row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0184-ATTR-01,candidate_attributes.csv,PROV-NWM,Epilobium densiflorum,Spike Primrose,,approved,add_species,product title,Spike Primrose Seeds (Epilobium densiflorum),Pending review,https://northwestmeadowscapes.com/products/spike-primrose-seeds-epilobium-densiflorum,,https://northwestmeadowscapes.com/products/spike-primrose-seeds-epilobium-densiflorum,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0184-ATTR-02,candidate_attributes.csv,PROV-NWM,Epilobium densiflorum,Spike Primrose,,approved,add_species,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/spike-primrose-seeds-epilobium-densiflorum,,https://northwestmeadowscapes.com/products/spike-primrose-seeds-epilobium-densiflorum,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0184-ATTR-03,candidate_attributes.csv,PROV-NWM,Epilobium densiflorum,Spike Primrose,,approved,add_species,description,"A great colonizer for disturbed sites, rain gardens, and seasonally flooded spots! Also known as denseflower willowherb, this annual relative of fireweed and clarkia is native from British Columbia to California. Typically found in locations with seasonally wet soils saturated by winter rain, spike primrose is well adapted for rapid growth as those spots dry out in summer. This interesting plant blooms from July to September (making it a nice complement to spring-blooming wildflowers), with multiple side branching flowerheads, all of which end in a tight cluster of small flowers that open in succession. The effect is not one of a great big flower show, but rather a constant opening and closing of numerous small flowers, with the largest flowerhead at the uppermost stem. The plant itself usually reaches about two to three feet in height, with a primary upright green-grey stem, and the entire plant is covered with soft fine hairs that we’ve seen being collected by wool carder bees ( Anthidium sp.) for use as a nesting material. Additionally, like other members of its plant family, spike primrose is a hostplant for the hummingbird-like bedstraw hawkmoth ( Hyles gallii ). As a fast growing annual species adapted to fire and disturbance, we like this rapid colonizer for integrating into sparse grassy meadows, areas recently cleared for construction, wet ditches, rain gardens, and bioswales. Approximately 1000 seeds (1.0 grams).",Pending review,https://northwestmeadowscapes.com/products/spike-primrose-seeds-epilobium-densiflorum,,https://northwestmeadowscapes.com/products/spike-primrose-seeds-epilobium-densiflorum,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0184,candidate_species.csv,PROV-NWM,Epilobium densiflorum,Spike Primrose,,approved,add_species,,,Pending review,https://northwestmeadowscapes.com/products/spike-primrose-seeds-epilobium-densiflorum,,https://northwestmeadowscapes.com/products/spike-primrose-seeds-epilobium-densiflorum,,auto-approve (greedy mode),,Auto-approved via apply_provider_sandbox. Eligibility: needs_northward_review.,candidate,needs_northward_review,,Requires Vancouver/BC suitability review before eligibility.,pending_review,Source-sweep catalogue observation; pending user review.
PA-AUTO-0185-SUP-01,supplier_availability.csv,PROV-NWM,Phacelia tanacetifolia,Lacy Phacelia,,approved,add_species,,,Pending review,https://northwestmeadowscapes.com/products/lacy-phacelia-seeds-phacelia-tanacetifolia,available,https://northwestmeadowscapes.com/products/lacy-phacelia-seeds-phacelia-tanacetifolia,,auto-approve (greedy mode),,Auto-approved supplier row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0185-ATTR-01,candidate_attributes.csv,PROV-NWM,Phacelia tanacetifolia,Lacy Phacelia,,approved,add_species,product title,Lacy Phacelia Seeds (Phacelia tanacetifolia) - Large Pack,Pending review,https://northwestmeadowscapes.com/products/lacy-phacelia-seeds-phacelia-tanacetifolia,,https://northwestmeadowscapes.com/products/lacy-phacelia-seeds-phacelia-tanacetifolia,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0185-ATTR-02,candidate_attributes.csv,PROV-NWM,Phacelia tanacetifolia,Lacy Phacelia,,approved,add_species,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/lacy-phacelia-seeds-phacelia-tanacetifolia,,https://northwestmeadowscapes.com/products/lacy-phacelia-seeds-phacelia-tanacetifolia,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0185-ATTR-03,candidate_attributes.csv,PROV-NWM,Phacelia tanacetifolia,Lacy Phacelia,,approved,add_species,description,"A fantastic garden cover crop and magnet for bees and syrphid flies. Lacy phacelia is largely a California species, but wild populations do occasionally show up in Oregon. Even outside of its true native range, this is a spectacular annual species for use as a garden cover crop, backyard bee pasture, or an insectary plant to attract beneficial insects for natural pest control. It grows wonderfully in garden settings across the Northwest, and even germinates excellently in cool autumn weather. We’ve used lacy phacelia for years as a winter cover crop with several key advantages: 1) it can be terminated easily by just mowing it, 2) it grows rapidly and produces enough canopy to shade out most weeds, 3) it does not add extra nitrogen to the soil which tends to encourage weedy grasses later in the year, and 4) it does not persist well on its own in the Northwest so we never worry about it escaping and becoming a weed. We know of many folks who add this annual species to their native pollinator seed mixes, just to have a reliable source of flowers early in the life of their meadow. It quickly disappears however as other species such as lupines mature and remain more competitive. Lacy phacelia is world famous for its attractiveness to honey bees, bumble bees, and beneficial syrphid flies. It’s a popular bee plant in Europe, known in Germany as Bienen-freund (“bee’s friend”). Approximately 50,000 Seeds (3.0 ounces) – enough for around 500 -800 square feet of large garden or bee pasture.",Pending review,https://northwestmeadowscapes.com/products/lacy-phacelia-seeds-phacelia-tanacetifolia,,https://northwestmeadowscapes.com/products/lacy-phacelia-seeds-phacelia-tanacetifolia,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0185,candidate_species.csv,PROV-NWM,Phacelia tanacetifolia,Lacy Phacelia,,approved,add_species,,,Pending review,https://northwestmeadowscapes.com/products/lacy-phacelia-seeds-phacelia-tanacetifolia,,https://northwestmeadowscapes.com/products/lacy-phacelia-seeds-phacelia-tanacetifolia,,auto-approve (greedy mode),,Auto-approved via apply_provider_sandbox. Eligibility: needs_northward_review.,candidate,needs_northward_review,,Requires Vancouver/BC suitability review before eligibility.,pending_review,Source-sweep catalogue observation; pending user review.
PA-AUTO-0186-SUP-01,supplier_availability.csv,PROV-NWM,Symphyotrichum subspicatum,Douglas Aster,BCNPPD-0046,approved,record_supplier,,,Pending review,https://northwestmeadowscapes.com/products/douglas-aster-seeds-symphyotrichum-subspicatum,unavailable,https://northwestmeadowscapes.com/products/douglas-aster-seeds-symphyotrichum-subspicatum,,auto-approve (greedy mode),,Auto-approved supplier row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0186-ATTR-01,candidate_attributes.csv,PROV-NWM,Symphyotrichum subspicatum,Douglas Aster,BCNPPD-0046,approved,update_existing,product title,Douglas Aster Seeds (Symphyotrichum subspicatum),Pending review,https://northwestmeadowscapes.com/products/douglas-aster-seeds-symphyotrichum-subspicatum,,https://northwestmeadowscapes.com/products/douglas-aster-seeds-symphyotrichum-subspicatum,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0186-ATTR-02,candidate_attributes.csv,PROV-NWM,Symphyotrichum subspicatum,Douglas Aster,BCNPPD-0046,approved,update_existing,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/douglas-aster-seeds-symphyotrichum-subspicatum,,https://northwestmeadowscapes.com/products/douglas-aster-seeds-symphyotrichum-subspicatum,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0186-ATTR-03,candidate_attributes.csv,PROV-NWM,Symphyotrichum subspicatum,Douglas Aster,BCNPPD-0046,approved,update_existing,description,"One of the latest blooming wildflowers in the Northwest. Rising up to 3 or 4 feet in height with purple/blue/white flowers, this hardy plant adapts to an incredible range of conditions. We find it on windswept and salt-sprayed coastal bluffs, in damp forest clearings along pristine trout streams, and growing out of pavement cracks in the economy parking lot of the airport. In our experience, about the only thing this adaptable plant doesn't stand up to is constant rabbit browsing. Technically Douglas aster is native from the Aleutian islands in Alaska all the way south into northern California -- with populations also showing up in parts of Idaho and Montana. It's a very good plant for areas with full sun to partial shade, areas subjected to salt or saline soils, areas that are occasionally subject to flooding, and it can tolerate cold winters. Like many of our native meadow plants, Douglas aster is under-valued as a rain garden or bioswale species. This plant is a caterpillar food source for a large number of butterfly and moth species including the northern crescent, the field crescent, the painted lady, and the Isabella tiger moth (aka 'wooly bears'), with the clusters of pollen and nectar-rich flowers attracting hefty numbers of late season bees and butterflies including various bumble bees, leafcutter bees, and skippers. Why bother with non-native asters in the garden when this handsome Northwest native is adaptable to so many different conditions and is so attractive to wildlife? Because this is a difficult seed to clean, please note that it may include pappus (fluff), and dried flower parts. Given the small size, aster seed is best handled by sowing into trays for later transplanting, or by mixing it with an inert carrier such as dry peat moss or sand before scattering across a planting area. Once scattered, it can be watered in (or rained on) to work the small fluffy seeds into the soil surface. Approximately 100+ seeds (0.1 grams).",Pending review,https://northwestmeadowscapes.com/products/douglas-aster-seeds-symphyotrichum-subspicatum,,https://northwestmeadowscapes.com/products/douglas-aster-seeds-symphyotrichum-subspicatum,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0186,candidate_species.csv,PROV-NWM,Symphyotrichum subspicatum,Douglas Aster,BCNPPD-0046,approved,update_existing,,,Pending review,https://northwestmeadowscapes.com/products/douglas-aster-seeds-symphyotrichum-subspicatum,,https://northwestmeadowscapes.com/products/douglas-aster-seeds-symphyotrichum-subspicatum,,auto-approve (greedy mode),,Auto-approved via apply_provider_sandbox. Eligibility: needs_northward_review.,candidate,needs_northward_review,,Requires Vancouver/BC suitability review before eligibility.,pending_review,Source-sweep catalogue observation; pending user review.
PA-AUTO-0187-SUP-01,supplier_availability.csv,PROV-NWM,Chamaenerion angustifolium,Fireweed,BCNPPD-0022,approved,record_supplier,,,Pending review,https://northwestmeadowscapes.com/products/fireweed-seeds-chamaenerion-angustifolium,unavailable,https://northwestmeadowscapes.com/products/fireweed-seeds-chamaenerion-angustifolium,,auto-approve (greedy mode),,Auto-approved supplier row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0187-ATTR-01,candidate_attributes.csv,PROV-NWM,Chamaenerion angustifolium,Fireweed,BCNPPD-0022,approved,update_existing,product title,Fireweed Seeds (Chamaenerion angustifolium),Pending review,https://northwestmeadowscapes.com/products/fireweed-seeds-chamaenerion-angustifolium,,https://northwestmeadowscapes.com/products/fireweed-seeds-chamaenerion-angustifolium,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0187-ATTR-02,candidate_attributes.csv,PROV-NWM,Chamaenerion angustifolium,Fireweed,BCNPPD-0022,approved,update_existing,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/fireweed-seeds-chamaenerion-angustifolium,,https://northwestmeadowscapes.com/products/fireweed-seeds-chamaenerion-angustifolium,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0187-ATTR-03,candidate_attributes.csv,PROV-NWM,Chamaenerion angustifolium,Fireweed,BCNPPD-0022,approved,update_existing,description,"There's much that could be said about humble yet glorious fireweed. The classic colonizer of wildfire scarred landscapes (hence the name), recently logged and clear cut forests, and roadside ditches. Fireweed functions as nature's response to trauma. From the tiniest of seeds, this majestic plant can form rhizomatous colonies, with plant stems many feet in height, crowned by brilliantly magenta flowers. The nectar of those flowers produces what is widely considered to be some of the best single varietal honey in the world. The flower petals and leaves are dried and fermented in Russia and Slavic countries to produce the famous ivanchai tea. Vitamin-rich young shoots have been used as a cooked vegetable by people on multiple continents for centuries. And, the strong stems can be processed into tough cordage. Deer occasionally browse fireweed (especially young shoots), but bears are some of the most voracious consumers of shoots and flowers in wilderness areas. Numerous bumble bees are attracted to the showy flowers including the now rare and imperiled Western bumble bee ( Bombus occidentalis ), and it is the caterpillar host plant for the interesting wasp-mimicking fireweed clearwing moth ( Albuna pyramidalis ). This excellent plant thrives in full sun to slight shade, and prefers damp, peaty soils. Fireweed has an unfair reputation for being an aggressive colonizer. Yet, once established, it is easy to trim back if it encroaches beyond its desired space. And, because it can form robust colonies, it has some potential to help suppress noxious weeds such as blackberry and scotch broom seedlings. We allow this plant to grow in our farm hedgerows, where it intermixes with Nootka rose, snowberry, and spirea, forming a beautiful and functional screen and wildlife corridor. Approximately 2,000+ very tiny seeds (0.05 gram).",Pending review,https://northwestmeadowscapes.com/products/fireweed-seeds-chamaenerion-angustifolium,,https://northwestmeadowscapes.com/products/fireweed-seeds-chamaenerion-angustifolium,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0187,candidate_species.csv,PROV-NWM,Chamaenerion angustifolium,Fireweed,BCNPPD-0022,approved,update_existing,,,Pending review,https://northwestmeadowscapes.com/products/fireweed-seeds-chamaenerion-angustifolium,,https://northwestmeadowscapes.com/products/fireweed-seeds-chamaenerion-angustifolium,,auto-approve (greedy mode),,Auto-approved via apply_provider_sandbox. Eligibility: needs_northward_review.,candidate,needs_northward_review,,Requires Vancouver/BC suitability review before eligibility.,pending_review,Source-sweep catalogue observation; pending user review.
PA-AUTO-0188-SUP-01,supplier_availability.csv,PROV-NWM,Agastache urticifolia,Nettleleaf Horsemint,,approved,add_species,,,Pending review,https://northwestmeadowscapes.com/products/nettleleaf-horsemint,available,https://northwestmeadowscapes.com/products/nettleleaf-horsemint,,auto-approve (greedy mode),,Auto-approved supplier row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0188-ATTR-01,candidate_attributes.csv,PROV-NWM,Agastache urticifolia,Nettleleaf Horsemint,,approved,add_species,product title,Nettleleaf Horsemint Seeds (Agastache urticifolia),Pending review,https://northwestmeadowscapes.com/products/nettleleaf-horsemint,,https://northwestmeadowscapes.com/products/nettleleaf-horsemint,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0188-ATTR-02,candidate_attributes.csv,PROV-NWM,Agastache urticifolia,Nettleleaf Horsemint,,approved,add_species,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/nettleleaf-horsemint,,https://northwestmeadowscapes.com/products/nettleleaf-horsemint,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0188-ATTR-03,candidate_attributes.csv,PROV-NWM,Agastache urticifolia,Nettleleaf Horsemint,,approved,add_species,description,"An excellent butterfly nectar plant. In Washington and British Columbia this handsome native mint occurs mostly east of the Cascades. Further south, in Oregon and California, it shows up on both sides of the mountains, including in the Coastal Range, and in an amazing diversity of elevations, from low valleys to more than 7,000 feet. Beginning in mid-summer, established plants send up numerous pink, purple, or white flower spikes that attract a riot of bees, hummingbirds, and butterflies. Where this plant overlaps with the migration route of western monarch butterflies, it is considered a favored nectar source, and should be prioritized in habitat restoration projects. While horsemint can tolerate summer heat, it isn't drought-tolerant and thrives in damp soils such as streambanks, gutter downspout areas, and ditches. This is also a plant that can take some partial shade. In fact it tends to grow taller (more than 4-feet in height) in shaded areas, while it stays shorter in full sun. For gardeners co-existing with wildlife, this is also a plant that is usually ignored by deer and rabbits. Like most native mints, horsemint is wonderfully and extremely fragrant, with a strong minty/anise-like aroma. It can be used in the same way as any mint, and makes a charming tea. Approximately 400 seeds (0.2 grams).",Pending review,https://northwestmeadowscapes.com/products/nettleleaf-horsemint,,https://northwestmeadowscapes.com/products/nettleleaf-horsemint,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0188,candidate_species.csv,PROV-NWM,Agastache urticifolia,Nettleleaf Horsemint,,approved,add_species,,,Pending review,https://northwestmeadowscapes.com/products/nettleleaf-horsemint,,https://northwestmeadowscapes.com/products/nettleleaf-horsemint,,auto-approve (greedy mode),,Auto-approved via apply_provider_sandbox. Eligibility: needs_northward_review.,candidate,needs_northward_review,,Requires Vancouver/BC suitability review before eligibility.,pending_review,Source-sweep catalogue observation; pending user review.
PA-AUTO-0189-SUP-01,supplier_availability.csv,PROV-NWM,Deschampsia cespitosa,Tufted Hairgrass,,approved,add_species,,,Pending review,https://northwestmeadowscapes.com/products/tufted-hairgrass,available,https://northwestmeadowscapes.com/products/tufted-hairgrass,,auto-approve (greedy mode),,Auto-approved supplier row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0189-ATTR-01,candidate_attributes.csv,PROV-NWM,Deschampsia cespitosa,Tufted Hairgrass,,approved,add_species,product title,Tufted Hairgrass Seeds (Deschampsia cespitosa),Pending review,https://northwestmeadowscapes.com/products/tufted-hairgrass,,https://northwestmeadowscapes.com/products/tufted-hairgrass,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
PA-AUTO-0189-ATTR-02,candidate_attributes.csv,PROV-NWM,Deschampsia cespitosa,Tufted Hairgrass,,approved,add_species,provider observation type,product_title,Pending review,https://northwestmeadowscapes.com/products/tufted-hairgrass,,https://northwestmeadowscapes.com/products/tufted-hairgrass,,auto-approve (greedy mode),,Auto-approved attribute row via apply_provider_sandbox.,,,,,pending_review,
