source_id,source_name,source_tier,p7_review_status,usable_for,rationale
SRC-0434,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0435,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0436,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0437,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0438,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0439,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0440,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0441,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0442,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0443,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0444,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0445,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0446,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0447,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0448,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0449,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0450,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0451,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0452,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0453,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0454,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0455,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0456,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0457,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0458,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0459,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
SRC-0460,Oak Summit Nursery,Tier 3,candidate_practitioner_context,context_only,"Tier 3 source is retained as context, not as reviewed score input."
