Species ID,Botanical Name,Common Name,Family,Native Status,Life Cycle,Sun,Soil Moisture,Urban Toughness,reviewed_field_count,gap_count,score_readiness,Primary References,candidate_views,provider_data,supplier_count,supplier_statuses,mowability_score,provider_review_status,poc_caveat
BCNPPD-0105,Large-flowered agoseris,Agoseris grandiflora,,Pending review,,,,,0,5,not_ready,SRC-0087,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0106,Large-flowered collomia,Collomia grandiflora,,Pending review,,,,,0,5,not_ready,SRC-0088,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0107,Large-leaved avens,Geum macrophyllum,,Pending review,,,,,0,5,not_ready,SRC-0089,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0108,Large-leaved lupine,Lupinus polyphyllus ssp. pallidipes,,Pending review,,,,,0,5,not_ready,SRC-0090,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0188,Lasthenia glabrata,Smooth Goldfields,,Pending review,,,,,0,5,not_ready,SRC-0171,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0032,Lathyrus japonicus,Beach Pea,,Pending review,,,,,0,5,not_ready,SRC-0025;SRC-0190,,yes,1,available,,pending_review,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0391,Layia platyglossa,Tidy Tips,,Pending review,,,,,0,5,not_ready,SRC-0371,,yes,1,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0246,Lewisia rediviva,Bitterroot,,Pending review,,,,,0,5,not_ready,SRC-0240,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0224,Leymus mollis,American Dunegrass,,Pending review,,,,,0,5,not_ready,SRC-0214,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0196,Liatris ligulistylis,Meadow Blazingstar,,Pending review,,,,,0,5,not_ready,SRC-0179;SRC-0430,,yes,2,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0288,Lilium columbianum,Columbia Lily,,Pending review,,,,,0,5,not_ready,SRC-0289,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0171,Lilium washingtonianum,Washington Lily,,Pending review,,,,,0,5,not_ready,SRC-0154,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0311,Limnanthes alba,White Meadowfoam,,Pending review,,,,,0,5,not_ready,SRC-0318,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0275,Limnanthes alba var red viking,Red Viking Meadowfoam,,Pending review,,,,,0,5,not_ready,SRC-0275,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0349,Limnanthes douglasii,Douglas Meadowfoam,,Pending review,,,,,0,5,not_ready,SRC-0368,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0390,Linaria maroccana,Spurred Snapdragon,,Pending review,,,,,0,5,not_ready,SRC-0371,,yes,1,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0293,Linum lewisii,Wild Blue Flax,,Pending review,,,,,0,5,not_ready,SRC-0295;SRC-0378;SRC-0380;SRC-0379;SRC-0431,,yes,6,available;mix_component;unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0383,Linum perenne,Blue Flax,,Pending review,,,,,0,5,not_ready,SRC-0371;SRC-0372,,yes,2,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0379,Lobularia maritima,Sweet Alyssum,,Pending review,,,,,0,5,not_ready,SRC-0373;SRC-0371,,yes,2,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0242,Lomatium columbianum,Columbia Biscuitroot,,Pending review,,,,,0,5,not_ready,SRC-0236,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0251,Lomatium dissectum,Fernleaf Biscuitroot,,Pending review,,,,,0,5,not_ready,SRC-0248;SRC-0378;SRC-0380;SRC-0379,,yes,4,available;mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0013,Lomatium nudicaule,Bare-stem Desert-parsley,Apiaceae,Native in coastal dry meadow/bluff systems,Perennial,Full sun,Dry to mesic winter/spring,3,4,5,not_ready,SRC-0016;SRC-0004;SRC-0329,Dry Sun,yes,1,available,,pending_review,"PoC candidate row generated from the legacy workbook; use for inspection and prioritization, not final planting decisions."
BCNPPD-0205,Lomatium triternatum,Nineleaf Biscuitroot,,Pending review,,,,,0,5,not_ready,SRC-0193,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0303,Lomatium utriculatum,Spring Gold,,Pending review,,,,,0,5,not_ready,SRC-0308,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0033,Lonicera involucrata,Twinberry,,Pending review,,,,,0,5,not_ready,SRC-0025,,no,0,,,,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0221,Lupinus albicaulis,Sicklekeel Lupine,,Pending review,,,,,0,5,not_ready,SRC-0211,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0424,Lupinus arcticus,Arctic Lupine syn L. latifolius var. subalpinus,,Pending review,,,,,0,5,not_ready,SRC-0378,,yes,1,unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0395,Lupinus argenteus,Mountain Lupine,,Pending review,,,,,0,5,not_ready,SRC-0372,,yes,1,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0034,Lupinus bicolor,Lindley's Lupine,,Pending review,,,,,0,5,not_ready,SRC-0025;SRC-0323,,yes,1,available,,pending_review,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0371,Lupinus elegans,Elegant Lupine,,Pending review,,,,,0,5,not_ready,SRC-0373,,yes,1,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0265,Lupinus latifolius,Broadleaf Lupine,,Pending review,,,,,0,5,not_ready,SRC-0262,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0184,Lupinus nanus,Sky Lupine,,Pending review,,,,,0,5,not_ready,SRC-0167,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0361,Lupinus perennis,Perennial Lupine,,Pending review,,,,,0,5,not_ready,SRC-0370,,yes,1,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0345,Lupinus polyphyllus,Big Leaf Lupine,,Pending review,,,,,0,5,not_ready,SRC-0364;SRC-0378;SRC-0380;SRC-0379,,yes,5,available;mix_component;unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0339,Lupinus rivularis,Riverbank Lupine,,Pending review,,,,,0,5,not_ready,SRC-0358;SRC-0378;SRC-0380;SRC-0379,,yes,4,available;mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0211,Lupinus sericeus,Silky Lupine,,Pending review,,,,,0,5,not_ready,SRC-0199;SRC-0378;SRC-0380;SRC-0379,,yes,5,available;mix_component;unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0200,Lupinus stiversii,Harlequin Lupine,,Pending review,,,,,0,5,not_ready,SRC-0184,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0191,Lupinus succulentus,Arroyo Lupine,,Pending review,,,,,0,5,not_ready,SRC-0174,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0217,Luzula macrantha,Prairie Woodrush,,Pending review,,,,,0,5,not_ready,SRC-0207,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0218,Lycopus americanus,American Water Horehound,,Pending review,,,,,0,5,not_ready,SRC-0208,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0322,Madia elegans,Showy Tarweed,,Pending review,,,,,0,5,not_ready,SRC-0333,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0018,Mahonia nervosa,Dull Oregon-grape,Berberidaceae,Native in coastal BC,Evergreen subshrub,Part shade to shade,Dry to mesic,4,4,5,not_ready,SRC-0021;SRC-0004,Shade,no,0,,,,"PoC candidate row generated from the legacy workbook; use for inspection and prioritization, not final planting decisions."
BCNPPD-0493,Maianthemum canadense,"Canada Mayflower, Wild Lily of the Valley 15+",,Pending review,,,,,0,5,not_ready,SRC-0460,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0019,Maianthemum dilatatum,False Lily-of-the-Valley,Asparagaceae,Native in coastal BC,Perennial,Shade to part shade,Moist,3,4,5,not_ready,SRC-0022;SRC-0004,Rain Garden;Shade,no,0,,,,"PoC candidate row generated from the legacy workbook; use for inspection and prioritization, not final planting decisions."
BCNPPD-0263,Maianthemum racemosum,False Solomon Seal,,Pending review,,,,,0,5,not_ready,SRC-0260,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0381,Malcolmia maritima,Virginia Stock,,Pending review,,,,,0,5,not_ready,SRC-0373,,yes,1,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0035,Malus fusca,Pacific Crab Apple,,Pending review,,,,,0,5,not_ready,SRC-0025,,no,0,,,,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0222,Marah oreganus,Coastal Manroot,,Pending review,,,,,0,5,not_ready,SRC-0212,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0053,Matricaria discoidea,pineapple weed,,Pending review,,,,,0,5,not_ready,SRC-0025;SRC-0035;SRC-0425,,yes,1,available,,pending_review,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0372,Matthiola bicornis,Evening Scented Stock,,Pending review,,,,,0,5,not_ready,SRC-0373,,yes,1,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0109,Meadow barley,Hordeum brachyantherum,,Pending review,,,,,0,5,not_ready,SRC-0091,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0110,Melica harfordii,Harford's Melic,,Pending review,,,,,0,5,not_ready,SRC-0092,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0310,Mentha arvensis,Field Mint,,Pending review,,,,,0,5,not_ready,SRC-0317,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0198,Micranthes oregana,Bog Saxifrage,,Pending review,,,,,0,5,not_ready,SRC-0181,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0426,Mimulus guttatus,Monkeyflower,,Pending review,,,,,0,5,not_ready,SRC-0378;SRC-0380;SRC-0379,,yes,3,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0373,Mirabilis jalapa,Four O'Clocks,,Pending review,,,,,0,5,not_ready,SRC-0373,,yes,1,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0376,Monarda citriodora,Lemon Mint,,Pending review,,,,,0,5,not_ready,SRC-0373;SRC-0406,,yes,2,available;mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0440,Monarda fistulosa,Wild Bergamot,,Pending review,,,,,0,5,not_ready,SRC-0394,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0167,Monardella odoratissima,Mountain Coyote Mint,,Pending review,,,,,0,5,not_ready,SRC-0150,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0111,Mountain sneezeweed,Helenium autumnale,,Pending review,,,,,0,5,not_ready,SRC-0093,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0112,Mountain sweet-cicely,Osmorhiza berteroi,,Pending review,,,,,0,5,not_ready,SRC-0094,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0186,Nassella pulchra,Purple Needlegrass,,Pending review,,,,,0,5,not_ready,SRC-0169,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0239,Nasturtium officinale,Watercress,,Pending review,,,,,0,5,not_ready,SRC-0232,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0113,Navarretia squarrosa,Skunkweed,,Pending review,,,,,0,5,not_ready,SRC-0095;SRC-0264,,yes,2,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0256,Nemophila menziesii,Baby Blue Eyes,,Pending review,,,,,0,5,not_ready,SRC-0253,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0433,Nicotiana rustica,Wild Tobacco,,Pending review,,,,,0,5,not_ready,SRC-0385,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0204,No peening required,Finnish Wildland and Riverkeeper Scythe,,Pending review,,,,,0,5,not_ready,SRC-0191;SRC-0192,,yes,2,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0114,Nodding beggarticks,Bidens cernua,,Pending review,,,,,0,5,not_ready,SRC-0096,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0115,Nodding onion,Allium cernuum,,Pending review,,,,,0,5,not_ready,SRC-0097,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0036,Oemleria cerasiformis,Osoberry,,Pending review,,,,,0,5,not_ready,SRC-0025,,no,0,,,,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0116,Olsynium douglasii,Satinflower,,Pending review,,,,,0,5,not_ready,SRC-0098;SRC-0303,,yes,2,available;unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0117,One-sided sedge,Carex unilateralis,,Pending review,,,,,0,5,not_ready,SRC-0099,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0243,Orobanche uniflora,Meadow Orobanche,,Pending review,,,,,0,5,not_ready,SRC-0237,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0118,Oval-leaved mitrewort,Pectiantia ovalis,,Pending review,,,,,0,5,not_ready,SRC-0100,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0119,Pacific sanicle,Sanicula crassicaulis,,Pending review,,,,,0,5,not_ready,SRC-0101,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0120,Pacific water-parsley,Oenanthe sarmentosa,,Pending review,,,,,0,5,not_ready,SRC-0102,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0121,Pacific woodrush,Luzula comosa var. comosa,,Pending review,,,,,0,5,not_ready,SRC-0103,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0174,Paeonia brownii,Western Peony,,Pending review,,,,,0,5,not_ready,SRC-0157,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0357,Papaver nudicaule,Iceland Poppy,,Pending review,,,,,0,5,not_ready,SRC-0370;SRC-0373,,yes,2,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0386,Papaver rhoeas,Corn Poppy,,Pending review,,,,,0,5,not_ready,SRC-0371,,yes,1,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0430,Parthenocissus quinquefolia,Virginia Creeper,,Pending review,,,,,0,5,not_ready,SRC-0382,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0414,Pascopyrum smithii,Western Wheatgrass,,Pending review,,,,,0,5,not_ready,SRC-0378,,yes,1,unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0220,Penstemon attenuatus,Taperleaf Penstemon,,Pending review,,,,,0,5,not_ready,SRC-0210,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0468,Penstemon gracilis,Lilac Beardtongue,,Pending review,,,,,0,5,not_ready,SRC-0433,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0396,Penstemon palmeri,Palmer Penstemon,,Pending review,,,,,0,5,not_ready,SRC-0372,,yes,1,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0389,Penstemon strictus,Rocky Mountain Penstemon,,Pending review,,,,,0,5,not_ready,SRC-0371;SRC-0372,,yes,2,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0122,Perideridia gairdneri,Yampah,,Pending review,,,,,0,5,not_ready,SRC-0104,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0307,Perideridia oregana,Oregon Yampah,,Pending review,,,,,0,5,not_ready,SRC-0313,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0267,Peritoma lutea,Yellow Bee Plant,,Pending review,,,,,0,5,not_ready,SRC-0265,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0296,Peritoma serrulata,Rocky Mountain Bee Plant,,Pending review,,,,,0,5,not_ready,SRC-0298,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0195,Petasites frigidus var frigidus,Alpine Butterbur,,Pending review,,,,,0,5,not_ready,SRC-0178,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0384,Phacelia campanularia,California Bluebell,,Pending review,,,,,0,5,not_ready,SRC-0371,,yes,1,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0308,Phacelia linearis,Threadleaf Phacelia,,Pending review,,,,,0,5,not_ready,SRC-0315,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0346,Phacelia nemoralis,Oregon Phacelia,,Pending review,,,,,0,5,not_ready,SRC-0365,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0329,Phacelia tanacetifolia,Lacy Phacelia,,Pending review,,,,,0,5,not_ready,SRC-0341,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0037,Physocarpus capitatus,Pacific Ninebark,,Pending review,,,,,0,5,not_ready,SRC-0025,,no,0,,,,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0446,Picea glauca,White Spruce,,Pending review,,,,,0,5,not_ready,SRC-0402,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0490,Picea pungens,Blue Spruce,,Pending review,,,,,0,5,not_ready,SRC-0457,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0478,Pinus banksiana,Jack Pine,,Pending review,,,,,0,5,not_ready,SRC-0445,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0474,Pinus sibirica,Siberian Stone,,Pending review,,,,,0,5,not_ready,SRC-0441,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0316,Plagiobothrys figuratus,Fragrant Popcorn Flower,,Pending review,,,,,0,5,not_ready,SRC-0325,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0123,Plagiobothrys scouleri,Scouler's Popcornflower,,Pending review,,,,,0,5,not_ready,SRC-0105;SRC-0283,,yes,2,available;unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0227,Plantago maritima,Seaside Plantain,,Pending review,,,,,0,5,not_ready,SRC-0218,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0014,Plectritis congesta,Sea Blush,Caprifoliaceae,Native in coastal BC,Annual,Full sun,Vernal moist to summer dry,4,4,5,not_ready,SRC-0017;SRC-0004;SRC-0349,Boulevard;Rain Garden;Dry Sun,yes,1,unavailable,,pending_review,"PoC candidate row generated from the legacy workbook; use for inspection and prioritization, not final planting decisions."
BCNPPD-0415,Poa alpina,Alpine Bluegrass,,Pending review,,,,,0,5,not_ready,SRC-0378,,yes,1,unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0416,Poa palustris,Fowl Bluegrass,,Pending review,,,,,0,5,not_ready,SRC-0378,,yes,1,unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0124,Poa secunda,Sandberg's Bluegrass,,Pending review,,,,,0,5,not_ready,SRC-0106;SRC-0378;SRC-0379,,yes,4,available;mix_component;unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0392,Potentilla fissa,Bigflower Cinquefoil,,Pending review,,,,,0,5,not_ready,SRC-0372,,yes,1,mix_component,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0337,Potentilla gracilis,Slender Prairie Cinquefoil,,Pending review,,,,,0,5,not_ready,SRC-0355,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0125,Poverty oatgrass,Danthonia spicata,,Pending review,,,,,0,5,not_ready,SRC-0107,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0126,Prairie woodrush,Luzula subsessilis,,Pending review,,,,,0,5,not_ready,SRC-0108,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0340,Prunella vulgaris,Self Heal,,Pending review,,,,,0,5,not_ready,SRC-0359;SRC-0378;SRC-0380;SRC-0379,,yes,4,mix_component;unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0127,Prunella vulgaris ssp lanceolata,Self-heal,,Pending review,,,,,0,5,not_ready,SRC-0109,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0003,Prunella vulgaris var. lanceolata,Lanceleaf Self-heal,Lamiaceae,Native variety in BC,Perennial,Sun to part shade,Mesic,5,4,5,not_ready,SRC-0005;SRC-0004,Boulevard;Shade,no,0,,,,"PoC candidate row generated from the legacy workbook; use for inspection and prioritization, not final planting decisions."
BCNPPD-0483,Prunus americana,American Wild Plum,,Pending review,,,,,0,5,not_ready,SRC-0450,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0481,Prunus nigra,Canada Wild Plum,,Pending review,,,,,0,5,not_ready,SRC-0448,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0432,Prunus virginiana var melanocarpa,Chokecherry,,Pending review,,,,,0,5,not_ready,SRC-0384,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0417,Pseudoroegneria spicata,Bluebunch Wheatgrass,,Pending review,,,,,0,5,not_ready,SRC-0378;SRC-0379,,yes,3,mix_component;unknown,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0052,Pteridium aquilinum,bracken fern,,Pending review,,,,,0,5,not_ready,SRC-0025;SRC-0034,,no,0,,,,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0168,Pycnanthemum californicum,California Mountain Mint,,Pending review,,,,,0,5,not_ready,SRC-0151,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0270,Quercus garryana,Garry Oak Acorns,,Pending review,,,,,0,5,not_ready,SRC-0268,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0477,Quercus macrocarpa,Bur Oak Acorns,,Pending review,,,,,0,5,not_ready,SRC-0444,,yes,1,unavailable,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0332,Ranunculus occidentalis,Western Buttercup,,Pending review,,,,,0,5,not_ready,SRC-0346,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0172,Ranunculus orthorhynchus,Straight Beaked Buttercup,,Pending review,,,,,0,5,not_ready,SRC-0155,,yes,1,available,,pending_review,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
