Species ID,Legacy ID,Botanical Name,Common Name,Family,Native Status,Plant Type,Life Cycle,Sun,Soil Moisture,Urban Toughness,Evidence Level,Primary References,record_status,evidence_status,poc_caveat
BCNPPD-0313,CDF-0313,Iris missouriensis,Wild Blue Iris,,Pending review,,,,,,Pending review,SRC-0321;SRC-0422,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0321,CDF-0321,Iris tenax,Oregon Iris,,Pending review,,,,,,Pending review,SRC-0332,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0102,CDF-0102,Jointed rush,Juncus articulatus,,Pending review,,,,,,Pending review,SRC-0084,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0103,CDF-0103,Juncus bolanderi,Bolander's Rush,,Pending review,,,,,,Pending review,SRC-0085,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0302,CDF-0302,Juncus bufonius,Toad Rush,,Pending review,,,,,,Pending review,SRC-0307,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0237,CDF-0237,Juncus ensifoliius,Daggerleaf Rush,,Pending review,,,,,,Pending review,SRC-0230,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0249,CDF-0249,Juncus tenuis,Path Rush,,Pending review,,,,,,Pending review,SRC-0246,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0464,CDF-0464,Juniperus communis,Common Juniper Zone 2 20+,,Pending review,,,,,,Pending review,SRC-0424,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0485,CDF-0485,Juniperus virginiana,Eastern Red Cedar Tree,,Pending review,,,,,,Pending review,SRC-0452,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0413,CDF-0413,Koeleria cristata,Prairie Junegrass,,Pending review,,,,,,Pending review,SRC-0378,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0104,CDF-0104,Koeleria macrantha,Junegrass,,Pending review,,,,,,Pending review,SRC-0086;SRC-0291;SRC-0378;SRC-0379,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0105,CDF-0105,Large-flowered agoseris,Agoseris grandiflora,,Pending review,,,,,,Pending review,SRC-0087,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0106,CDF-0106,Large-flowered collomia,Collomia grandiflora,,Pending review,,,,,,Pending review,SRC-0088,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0107,CDF-0107,Large-leaved avens,Geum macrophyllum,,Pending review,,,,,,Pending review,SRC-0089,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0108,CDF-0108,Large-leaved lupine,Lupinus polyphyllus ssp. pallidipes,,Pending review,,,,,,Pending review,SRC-0090,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0188,CDF-0188,Lasthenia glabrata,Smooth Goldfields,,Pending review,,,,,,Pending review,SRC-0171,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0032,CDF-0032,Lathyrus japonicus,Beach Pea,,Pending review,,,,,,Pending review,SRC-0025;SRC-0190,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0391,CDF-0391,Layia platyglossa,Tidy Tips,,Pending review,,,,,,Pending review,SRC-0371,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0246,CDF-0246,Lewisia rediviva,Bitterroot,,Pending review,,,,,,Pending review,SRC-0240,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0224,CDF-0224,Leymus mollis,American Dunegrass,,Pending review,,,,,,Pending review,SRC-0214,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0196,CDF-0196,Liatris ligulistylis,Meadow Blazingstar,,Pending review,,,,,,Pending review,SRC-0179;SRC-0430,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0288,CDF-0288,Lilium columbianum,Columbia Lily,,Pending review,,,,,,Pending review,SRC-0289,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0171,CDF-0171,Lilium washingtonianum,Washington Lily,,Pending review,,,,,,Pending review,SRC-0154,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0311,CDF-0311,Limnanthes alba,White Meadowfoam,,Pending review,,,,,,Pending review,SRC-0318,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0275,CDF-0275,Limnanthes alba var red viking,Red Viking Meadowfoam,,Pending review,,,,,,Pending review,SRC-0275,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0349,CDF-0349,Limnanthes douglasii,Douglas Meadowfoam,,Pending review,,,,,,Pending review,SRC-0368,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0390,CDF-0390,Linaria maroccana,Spurred Snapdragon,,Pending review,,,,,,Pending review,SRC-0371,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0293,CDF-0293,Linum lewisii,Wild Blue Flax,,Pending review,,,,,,Pending review,SRC-0295;SRC-0378;SRC-0380;SRC-0379;SRC-0431,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0383,CDF-0383,Linum perenne,Blue Flax,,Pending review,,,,,,Pending review,SRC-0371;SRC-0372,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0379,CDF-0379,Lobularia maritima,Sweet Alyssum,,Pending review,,,,,,Pending review,SRC-0373;SRC-0371,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0242,CDF-0242,Lomatium columbianum,Columbia Biscuitroot,,Pending review,,,,,,Pending review,SRC-0236,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0251,CDF-0251,Lomatium dissectum,Fernleaf Biscuitroot,,Pending review,,,,,,Pending review,SRC-0248;SRC-0378;SRC-0380;SRC-0379,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0013,CDF-0013,Lomatium nudicaule,Bare-stem Desert-parsley,Apiaceae,Native in coastal dry meadow/bluff systems,,Perennial,Full sun,Dry to mesic winter/spring,3,C,SRC-0016;SRC-0004;SRC-0329,poc_candidate,candidate_attributed,"PoC candidate row generated from the legacy workbook; use for inspection and prioritization, not final planting decisions."
BCNPPD-0205,CDF-0205,Lomatium triternatum,Nineleaf Biscuitroot,,Pending review,,,,,,Pending review,SRC-0193,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0303,CDF-0303,Lomatium utriculatum,Spring Gold,,Pending review,,,,,,Pending review,SRC-0308,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0033,CDF-0033,Lonicera involucrata,Twinberry,,Pending review,,,,,,Pending review,SRC-0025,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0221,CDF-0221,Lupinus albicaulis,Sicklekeel Lupine,,Pending review,,,,,,Pending review,SRC-0211,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0424,CDF-0424,Lupinus arcticus,Arctic Lupine syn L. latifolius var. subalpinus,,Pending review,,,,,,Pending review,SRC-0378,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0395,CDF-0395,Lupinus argenteus,Mountain Lupine,,Pending review,,,,,,Pending review,SRC-0372,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0034,CDF-0034,Lupinus bicolor,Lindley's Lupine,,Pending review,,,,,,Pending review,SRC-0025;SRC-0323,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0371,CDF-0371,Lupinus elegans,Elegant Lupine,,Pending review,,,,,,Pending review,SRC-0373,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0265,CDF-0265,Lupinus latifolius,Broadleaf Lupine,,Pending review,,,,,,Pending review,SRC-0262,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0184,CDF-0184,Lupinus nanus,Sky Lupine,,Pending review,,,,,,Pending review,SRC-0167,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0361,CDF-0361,Lupinus perennis,Perennial Lupine,,Pending review,,,,,,Pending review,SRC-0370,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0345,CDF-0345,Lupinus polyphyllus,Big Leaf Lupine,,Pending review,,,,,,Pending review,SRC-0364;SRC-0378;SRC-0380;SRC-0379,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0339,CDF-0339,Lupinus rivularis,Riverbank Lupine,,Pending review,,,,,,Pending review,SRC-0358;SRC-0378;SRC-0380;SRC-0379,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0211,CDF-0211,Lupinus sericeus,Silky Lupine,,Pending review,,,,,,Pending review,SRC-0199;SRC-0378;SRC-0380;SRC-0379,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0200,CDF-0200,Lupinus stiversii,Harlequin Lupine,,Pending review,,,,,,Pending review,SRC-0184,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0191,CDF-0191,Lupinus succulentus,Arroyo Lupine,,Pending review,,,,,,Pending review,SRC-0174,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0217,CDF-0217,Luzula macrantha,Prairie Woodrush,,Pending review,,,,,,Pending review,SRC-0207,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0218,CDF-0218,Lycopus americanus,American Water Horehound,,Pending review,,,,,,Pending review,SRC-0208,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0322,CDF-0322,Madia elegans,Showy Tarweed,,Pending review,,,,,,Pending review,SRC-0333,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0018,CDF-0018,Mahonia nervosa,Dull Oregon-grape,Berberidaceae,Native in coastal BC,,Evergreen subshrub,Part shade to shade,Dry to mesic,4,C,SRC-0021;SRC-0004,poc_candidate,candidate_attributed,"PoC candidate row generated from the legacy workbook; use for inspection and prioritization, not final planting decisions."
BCNPPD-0493,CDF-0493,Maianthemum canadense,"Canada Mayflower, Wild Lily of the Valley 15+",,Pending review,,,,,,Pending review,SRC-0460,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0019,CDF-0019,Maianthemum dilatatum,False Lily-of-the-Valley,Asparagaceae,Native in coastal BC,,Perennial,Shade to part shade,Moist,3,D,SRC-0022;SRC-0004,poc_candidate,candidate_attributed,"PoC candidate row generated from the legacy workbook; use for inspection and prioritization, not final planting decisions."
BCNPPD-0263,CDF-0263,Maianthemum racemosum,False Solomon Seal,,Pending review,,,,,,Pending review,SRC-0260,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0381,CDF-0381,Malcolmia maritima,Virginia Stock,,Pending review,,,,,,Pending review,SRC-0373,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0035,CDF-0035,Malus fusca,Pacific Crab Apple,,Pending review,,,,,,Pending review,SRC-0025,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0222,CDF-0222,Marah oreganus,Coastal Manroot,,Pending review,,,,,,Pending review,SRC-0212,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0053,CDF-0053,Matricaria discoidea,pineapple weed,,Pending review,,,,,,Pending review,SRC-0025;SRC-0035;SRC-0425,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0372,CDF-0372,Matthiola bicornis,Evening Scented Stock,,Pending review,,,,,,Pending review,SRC-0373,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0109,CDF-0109,Meadow barley,Hordeum brachyantherum,,Pending review,,,,,,Pending review,SRC-0091,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0110,CDF-0110,Melica harfordii,Harford's Melic,,Pending review,,,,,,Pending review,SRC-0092,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0310,CDF-0310,Mentha arvensis,Field Mint,,Pending review,,,,,,Pending review,SRC-0317,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0198,CDF-0198,Micranthes oregana,Bog Saxifrage,,Pending review,,,,,,Pending review,SRC-0181,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0426,CDF-0426,Mimulus guttatus,Monkeyflower,,Pending review,,,,,,Pending review,SRC-0378;SRC-0380;SRC-0379,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0373,CDF-0373,Mirabilis jalapa,Four O'Clocks,,Pending review,,,,,,Pending review,SRC-0373,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0376,CDF-0376,Monarda citriodora,Lemon Mint,,Pending review,,,,,,Pending review,SRC-0373;SRC-0406,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0440,CDF-0440,Monarda fistulosa,Wild Bergamot,,Pending review,,,,,,Pending review,SRC-0394,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0167,CDF-0167,Monardella odoratissima,Mountain Coyote Mint,,Pending review,,,,,,Pending review,SRC-0150,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0111,CDF-0111,Mountain sneezeweed,Helenium autumnale,,Pending review,,,,,,Pending review,SRC-0093,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0112,CDF-0112,Mountain sweet-cicely,Osmorhiza berteroi,,Pending review,,,,,,Pending review,SRC-0094,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0186,CDF-0186,Nassella pulchra,Purple Needlegrass,,Pending review,,,,,,Pending review,SRC-0169,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0239,CDF-0239,Nasturtium officinale,Watercress,,Pending review,,,,,,Pending review,SRC-0232,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0113,CDF-0113,Navarretia squarrosa,Skunkweed,,Pending review,,,,,,Pending review,SRC-0095;SRC-0264,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0256,CDF-0256,Nemophila menziesii,Baby Blue Eyes,,Pending review,,,,,,Pending review,SRC-0253,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0433,CDF-0433,Nicotiana rustica,Wild Tobacco,,Pending review,,,,,,Pending review,SRC-0385,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0204,CDF-0204,No peening required,Finnish Wildland and Riverkeeper Scythe,,Pending review,,,,,,Pending review,SRC-0191;SRC-0192,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0114,CDF-0114,Nodding beggarticks,Bidens cernua,,Pending review,,,,,,Pending review,SRC-0096,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0115,CDF-0115,Nodding onion,Allium cernuum,,Pending review,,,,,,Pending review,SRC-0097,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0036,CDF-0036,Oemleria cerasiformis,Osoberry,,Pending review,,,,,,Pending review,SRC-0025,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0116,CDF-0116,Olsynium douglasii,Satinflower,,Pending review,,,,,,Pending review,SRC-0098;SRC-0303,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0117,CDF-0117,One-sided sedge,Carex unilateralis,,Pending review,,,,,,Pending review,SRC-0099,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0243,CDF-0243,Orobanche uniflora,Meadow Orobanche,,Pending review,,,,,,Pending review,SRC-0237,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0118,CDF-0118,Oval-leaved mitrewort,Pectiantia ovalis,,Pending review,,,,,,Pending review,SRC-0100,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0119,CDF-0119,Pacific sanicle,Sanicula crassicaulis,,Pending review,,,,,,Pending review,SRC-0101,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0120,CDF-0120,Pacific water-parsley,Oenanthe sarmentosa,,Pending review,,,,,,Pending review,SRC-0102,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0121,CDF-0121,Pacific woodrush,Luzula comosa var. comosa,,Pending review,,,,,,Pending review,SRC-0103,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0174,CDF-0174,Paeonia brownii,Western Peony,,Pending review,,,,,,Pending review,SRC-0157,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0357,CDF-0357,Papaver nudicaule,Iceland Poppy,,Pending review,,,,,,Pending review,SRC-0370;SRC-0373,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0386,CDF-0386,Papaver rhoeas,Corn Poppy,,Pending review,,,,,,Pending review,SRC-0371,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0430,CDF-0430,Parthenocissus quinquefolia,Virginia Creeper,,Pending review,,,,,,Pending review,SRC-0382,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0414,CDF-0414,Pascopyrum smithii,Western Wheatgrass,,Pending review,,,,,,Pending review,SRC-0378,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0220,CDF-0220,Penstemon attenuatus,Taperleaf Penstemon,,Pending review,,,,,,Pending review,SRC-0210,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0468,CDF-0468,Penstemon gracilis,Lilac Beardtongue,,Pending review,,,,,,Pending review,SRC-0433,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0396,CDF-0396,Penstemon palmeri,Palmer Penstemon,,Pending review,,,,,,Pending review,SRC-0372,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0389,CDF-0389,Penstemon strictus,Rocky Mountain Penstemon,,Pending review,,,,,,Pending review,SRC-0371;SRC-0372,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0122,CDF-0122,Perideridia gairdneri,Yampah,,Pending review,,,,,,Pending review,SRC-0104,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0307,CDF-0307,Perideridia oregana,Oregon Yampah,,Pending review,,,,,,Pending review,SRC-0313,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0267,CDF-0267,Peritoma lutea,Yellow Bee Plant,,Pending review,,,,,,Pending review,SRC-0265,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0296,CDF-0296,Peritoma serrulata,Rocky Mountain Bee Plant,,Pending review,,,,,,Pending review,SRC-0298,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0195,CDF-0195,Petasites frigidus var frigidus,Alpine Butterbur,,Pending review,,,,,,Pending review,SRC-0178,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0384,CDF-0384,Phacelia campanularia,California Bluebell,,Pending review,,,,,,Pending review,SRC-0371,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0308,CDF-0308,Phacelia linearis,Threadleaf Phacelia,,Pending review,,,,,,Pending review,SRC-0315,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0346,CDF-0346,Phacelia nemoralis,Oregon Phacelia,,Pending review,,,,,,Pending review,SRC-0365,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0329,CDF-0329,Phacelia tanacetifolia,Lacy Phacelia,,Pending review,,,,,,Pending review,SRC-0341,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0037,CDF-0037,Physocarpus capitatus,Pacific Ninebark,,Pending review,,,,,,Pending review,SRC-0025,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0446,CDF-0446,Picea glauca,White Spruce,,Pending review,,,,,,Pending review,SRC-0402,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0490,CDF-0490,Picea pungens,Blue Spruce,,Pending review,,,,,,Pending review,SRC-0457,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0478,CDF-0478,Pinus banksiana,Jack Pine,,Pending review,,,,,,Pending review,SRC-0445,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0474,CDF-0474,Pinus sibirica,Siberian Stone,,Pending review,,,,,,Pending review,SRC-0441,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0316,CDF-0316,Plagiobothrys figuratus,Fragrant Popcorn Flower,,Pending review,,,,,,Pending review,SRC-0325,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0123,CDF-0123,Plagiobothrys scouleri,Scouler's Popcornflower,,Pending review,,,,,,Pending review,SRC-0105;SRC-0283,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0227,CDF-0227,Plantago maritima,Seaside Plantain,,Pending review,,,,,,Pending review,SRC-0218,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0014,CDF-0014,Plectritis congesta,Sea Blush,Caprifoliaceae,Native in coastal BC,,Annual,Full sun,Vernal moist to summer dry,4,C,SRC-0017;SRC-0004;SRC-0349,poc_candidate,candidate_attributed,"PoC candidate row generated from the legacy workbook; use for inspection and prioritization, not final planting decisions."
BCNPPD-0415,CDF-0415,Poa alpina,Alpine Bluegrass,,Pending review,,,,,,Pending review,SRC-0378,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0416,CDF-0416,Poa palustris,Fowl Bluegrass,,Pending review,,,,,,Pending review,SRC-0378,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0124,CDF-0124,Poa secunda,Sandberg's Bluegrass,,Pending review,,,,,,Pending review,SRC-0106;SRC-0378;SRC-0379,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0392,CDF-0392,Potentilla fissa,Bigflower Cinquefoil,,Pending review,,,,,,Pending review,SRC-0372,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
